User ID,Average Weekly Post Count,Average Weekly Online Days,Usage Trend,Most Frequent Post Time,Morning Posts,Afternoon Posts,Evening Posts,Pictures Posted,Emojis Used,Publish Tool,Preference
2091292862,1.95,2.50,increase,evening,1,11,31,26,29,"iPhone 15 Pro Max: 33, 会员特权专用: 1","emoji, pictures"
6435866481,0.11,1.00,no change,evening,0,0,1,0,0,None,none
7583989521,45.18,4.00,increase,afternoon,246,402,346,36,51,月球: 580,emoji
1540793522,0.42,1.00,increase,evening,2,2,7,6,6,iPhone客户端: 11,"emoji, pictures"
5761423491,0.28,1.00,decrease,afternoon,0,4,1,0,0,iPhone客户端: 5,none
3846271483,10.58,5.50,decrease,morning,99,77,99,19,104,"iPhone 14 Pro: 2, iPhone 15 Pro: 13",emoji
1862102322,7.12,5.50,increase,evening,68,36,81,3,3,iPhone 12 Pro Max: 4,"emoji, pictures"
3121714161,35.92,4.00,increase,evening,99,262,573,349,390,"桶治全宇宙iPhone 11: 684, 桶治全宇宙iPhone客户端: 1",emoji
2812335943,1.92,2.00,increase,morning,21,17,12,9,13,None,"emoji, pictures"
2600756824,0.45,1.00,no change,morning,4,3,3,5,7,iPhone客户端: 10,"emoji, pictures"
2636346613,0.11,1.00,no change,evening,0,0,1,0,0,None,none
5511008040,0.08,1.00,no change,morning,1,0,0,0,0,None,none
1574436402,4.62,3.00,increase,evening,8,51,61,67,98,"iPhone 15 Pro: 3, iPhone 13 Pro: 5",emoji
6124257013,0.19,1.00,increase,afternoon,0,3,2,5,5,iPhone客户端: 5,"emoji, pictures"
2789987841,23.15,6.50,decrease,evening,161,214,227,193,237,"所愿皆成真: 1, iPhone 15 Pro Max: 1, iPhone 14 Pro: 1, 微公益动态: 1",emoji
1913829237,0.81,1.50,increase,afternoon,3,13,5,6,6,iPhone客户端: 20,"emoji, pictures"
5999228575,58.41,5.00,increase,morning,500,429,356,103,172,iPhone客户端: 1,emoji
7431352026,0.41,1.00,no change,evening,0,3,6,2,2,"iPhone 14: 6, 点评: 1","emoji, pictures"
7485479409,0.08,1.00,no change,morning,1,0,0,0,0,iPhone客户端: 1,none
5591485683,41.05,5.50,increase,morning,401,325,177,361,383,"HUAWEI Mate 60 Pro: 443, 荣耀畅玩20 Pro: 1",emoji
5921071326,5.62,5.00,increase,evening,0,32,114,13,141,"iPhone 14 Pro Max: 3, iPhone 11: 1",emoji
2756869861,20.05,6.00,increase,afternoon,92,196,153,289,318,"nova 10 青春版: 1, 点评: 1",emoji
7583809100,0.46,1.00,increase,afternoon,1,9,2,0,0,None,none
1906965725,22.19,6.00,increase,morning,340,213,24,160,176,iPhone 14 Pro: 13,emoji
1737789422,8.00,4.00,increase,evening,15,49,112,61,73,Xiaomi Civi 3: 5,emoji
7756041282,1.00,1.50,increase,evening,3,3,7,12,12,"Android: 7, Redmi Note 11 5G: 5","emoji, pictures"
7559418115,0.09,1.00,no change,morning,1,0,1,0,0,None,none
1547279062,9.92,5.00,increase,evening,69,62,127,75,159,"iPhone 15 Pro Max: 192, 台网互动: 6",emoji
2624154717,0.41,1.50,decrease,afternoon,1,5,3,5,5,"iPhone客户端: 6, iPhone 13: 2","emoji, pictures"
6089611403,23.15,6.50,increase,evening,115,237,250,374,430,"很哇塞的博主: 147, 荣耀200 Pro 写真相机: 14, 粉丝红包: 5, 粉丝订阅: 1, 华为Pocket 2: 14, 脱单困难户: 47, 荣耀9 美得有声有色: 2, 荣耀100 Pro 写真相机: 1",emoji
1641498635,25.58,6.00,increase,evening,138,167,360,38,53,"iPhone 11: 330, iPhone客户端: 1",emoji
5995050396,0.50,1.00,decrease,evening,0,3,10,10,10,iPhone 14 Pro: 10,"emoji, pictures"
1784825491,2.23,2.50,decrease,afternoon,6,12,11,12,14,None,"emoji, pictures"
2856073562,1.56,2.00,no change,evening,2,1,11,12,12,HUAWEI Mate 60 Pro+: 13,"emoji, pictures"
1980768563,38.81,5.00,increase,afternoon,322,417,270,169,309,"被贫穷限制的我: 764, 微公益: 1, 霜叶的小店: 8, 点评: 2",emoji
2117508734,59.08,7.00,increase,morning,587,518,431,592,598,"iPhone 14 Pro Max: 86, HUAWEI Mate 40 Pro: 7, iPhone客户端: 67, iPhone 12 Pro: 3, iPhone 13 Pro: 25, Redmi K40: 3, iPhone 13 Pro Max: 5",emoji
7040797671,7.85,3.50,increase,afternoon,59,79,66,13,13,None,"emoji, pictures"
3937348351,17.69,6.00,increase,afternoon,141,201,118,75,75,None,"emoji, pictures"
7362321800,45.32,5.00,increase,evening,0,1,996,0,30,iPhone客户端: 997,emoji
7914407792,45.00,4.50,increase,afternoon,322,352,316,180,295,北京: 472,emoji
5979493140,3.27,2.50,decrease,morning,37,29,19,33,47,iPhone客户端: 5,emoji
6033930155,0.06,1.00,no change,evening,0,0,1,0,0,None,none
1283774300,0.18,1.00,increase,evening,1,1,2,1,1,HUAWEI Mate X2: 4,"emoji, pictures"
1931366605,0.15,1.00,no change,afternoon,0,1,1,1,1,HUAWEI Mate X2: 2,"emoji, pictures"
3937776623,0.11,1.00,no change,evening,0,0,1,0,0,None,none
2952218365,36.15,5.50,increase,evening,312,310,318,219,287,"月球: 19, 小米11 Ultra: 1",emoji
6505285694,1.65,2.00,increase,evening,7,16,20,12,13,"快乐星球永久居民: 30, iPhone 12: 9","emoji, pictures"
2287906644,3.00,3.00,increase,morning,43,28,7,61,66,None,"emoji, pictures"
2213527451,0.05,1.00,no change,evening,0,0,1,0,0,iPhone客户端: 1,none
1975073075,2.69,3.50,increase,afternoon,21,33,16,1,6,HUAWEI Mate 50 Pro: 69,"emoji, pictures"
1679517897,0.23,1.00,increase,afternoon,0,5,1,4,5,"iPhone客户端: 2, iPhone 13 Pro Max: 1","emoji, pictures"
3885304610,36.27,5.00,increase,afternoon,305,322,316,614,617,今日营业日记: 920,"emoji, pictures"
2831749482,45.23,4.50,increase,afternoon,186,578,231,164,563,None,emoji
1273610165,13.88,5.00,decrease,afternoon,116,170,75,221,231,None,emoji
5878770470,0.17,1.00,no change,afternoon,0,2,1,0,0,iPhone客户端: 3,none
7554736387,0.44,1.00,no change,afternoon,0,3,1,2,2,None,"emoji, pictures"
6318319468,27.12,7.00,decrease,evening,56,204,445,260,263,"粉丝红包: 1, iPhone 13 Pro: 1","emoji, pictures"
7858176489,3.35,4.00,decrease,afternoon,0,69,18,1,68,iPhone客户端: 75,emoji
1997271745,6.31,4.50,increase,evening,27,38,99,42,42,Android: 19,"emoji, pictures"
1916705484,0.08,1.00,no change,evening,0,0,2,1,1,None,"emoji, pictures"
5673130597,0.22,1.00,no change,evening,0,1,3,0,0,None,none
5700574507,15.86,2.00,decrease,evening,100,97,152,292,294,None,"emoji, pictures"
5414249207,3.96,3.00,decrease,evening,17,37,49,22,23,"HUAWEI Mate30 Pro 5G: 97, 会员特权专用: 1","emoji, pictures"
3156146965,24.15,7.00,decrease,afternoon,141,367,120,39,55,iPhone客户端: 162,emoji
5228341834,1.15,1.50,increase,afternoon,2,16,12,3,9,iPhone客户端: 29,emoji
1837568962,0.69,1.50,increase,afternoon,0,6,3,1,1,iPhone 14 Pro: 1,"emoji, pictures"
2169272390,37.96,6.50,decrease,afternoon,216,404,367,345,401,"iPhone 15 Pro Max: 523, vivo X100 Pro: 131, 粉丝订阅: 7, HUAWEI P20 Pro: 4, 一加12 十年旗舰: 90, iPad Pro: 2, vivo S18: 12, 粉丝红包: 1",emoji
2756814665,26.41,6.50,increase,afternoon,155,264,162,341,345,"点评: 2, iPhone 13: 2","emoji, pictures"
5308823364,48.18,6.50,increase,evening,155,356,549,274,277,"iPhone 14 Pro: 258, iPhone 14 Pro(深空黑色): 14, iPhone客户端: 706, iPhone 15 Pro Max: 2, 点评: 6","emoji, pictures"
1037791905,2.46,2.00,decrease,morning,35,21,8,3,12,iPhone 15 Pro Max: 1,emoji
1726918143,65.15,5.00,increase,afternoon,278,327,242,97,106,None,emoji
6934480365,0.62,1.50,decrease,evening,2,2,12,3,13,"HUAWEI P30 Pro: 10, 会员特权专用: 1",emoji
5930221915,0.08,1.00,no change,evening,0,0,1,0,0,None,none
1239925064,0.59,1.50,decrease,evening,0,4,9,8,10,None,"emoji, pictures"
7135717930,0.08,1.00,no change,evening,0,0,1,0,0,None,none
3514316985,61.09,6.50,increase,evening,411,461,472,297,304,None,emoji
5360278286,0.73,1.50,decrease,evening,2,1,13,3,3,iPhone客户端: 16,"emoji, pictures"
1967641942,1.32,2.50,increase,afternoon,2,22,5,19,24,"Redmi K70 Pro: 1, iPhone 15 Pro Max: 14, iPhone XR: 3","emoji, pictures"
2482554867,0.11,1.00,no change,afternoon,0,1,0,0,0,None,none
2608584227,1.82,2.00,decrease,evening,4,12,24,21,34,"iPhone 14: 24, iPhone客户端: 3",emoji
1270344441,1.81,1.50,increase,morning,28,17,2,24,30,None,emoji
1787521255,0.31,1.50,decrease,evening,0,1,3,0,4,None,"emoji, pictures"
1841725071,0.27,3.00,decrease,morning,5,1,1,3,3,OPPO Reno7 5G: 2,"emoji, pictures"
7471727698,5.54,2.00,no change,evening,14,21,109,105,106,"HUAWEI Mate 20: 1, iPhone客户端: 4","emoji, pictures"
5183309747,4.31,2.50,decrease,afternoon,21,55,36,32,46,"iPhone 15 Pro: 38, Redmi K60 Pro: 2, iPhone 12: 8, iPhone XS Max: 1",emoji
5321120406,8.92,3.50,increase,afternoon,58,146,28,173,181,"iPhone 15 Pro: 51, iPhone 13: 55, iPhone 14 Pro: 3",emoji
5437508368,0.22,1.00,increase,evening,1,1,2,0,0,iPhone客户端: 4,none
2254730165,0.46,1.00,increase,evening,0,4,8,8,9,iPhone客户端: 12,"emoji, pictures"
2279003834,0.38,1.00,no change,afternoon,0,3,2,1,1,iPhone客户端: 4,"emoji, pictures"
5703511300,3.04,2.50,increase,afternoon,25,37,17,26,35,iPhone 14 Pro Max: 52,emoji
1853804880,59.59,6.50,increase,morning,487,414,410,346,398,"粉丝红包: 3, 粉丝订阅VPlus: 4",emoji
5511475864,4.50,3.50,increase,evening,6,49,62,18,20,None,"emoji, pictures"
1745464970,2.23,2.00,decrease,afternoon,9,25,24,23,25,None,"emoji, pictures"
6178562957,2.73,2.00,decrease,evening,12,17,42,24,50,"iPhone客户端: 3, iPhone 15 Pro: 2, iPhone XS: 20",emoji
5624893660,0.35,1.00,increase,morning,3,3,3,5,5,None,"emoji, pictures"
1689622462,1.38,1.50,decrease,morning,17,3,16,6,10,Android: 31,"emoji, pictures"
5726273972,5.69,3.00,increase,afternoon,49,67,32,24,30,会员特权专用: 1,emoji
1220924217,2.35,2.50,increase,evening,19,21,21,19,20,"iPhone 15 Plus: 2, HUAWEI Pura 70 Ultra: 1","emoji, pictures"
3059104773,42.58,6.00,increase,evening,319,272,516,204,258,"HUAWEI Mate 60 Pro: 304, iPhone 15 Pro Max: 85",emoji
1976904893,17.00,6.50,increase,evening,82,173,187,189,195,"iPhone 14 Pro Max: 388, 粉丝红包: 2, iPhone 15 Pro: 1, iPhone客户端: 6",emoji
6715749599,2.00,2.00,decrease,evening,5,18,29,8,8,"iPhone客户端: 48, iPhone 15 Pro: 3","emoji, pictures"
7391324928,53.81,6.50,increase,evening,523,311,565,461,477,None,emoji
2953031917,2.15,2.00,decrease,afternoon,16,30,10,20,21,"iPhone 11: 17, iPhone 15: 8, iPhone 15 Pro: 9","emoji, pictures"
7377366078,1.62,1.50,decrease,evening,0,3,39,3,5,"iPhone 15 Pro: 13, iPhone 13 Pro: 25","emoji, pictures"
7873300966,7.35,4.50,increase,evening,20,59,112,90,154,"iPhone 14 Pro Max: 106, 小红书_RED: 1, 粉丝红包: 5, QQ音乐: 1, 哔哩哔哩移动客户端: 1, 台网话题: 1, iPhone 15: 3, 网易云音乐: 1, 会员特权专用: 1",emoji
5888976229,0.11,1.00,no change,evening,0,0,1,0,0,None,none
1803648617,38.69,6.00,increase,evening,219,331,456,193,277,"破破烂烂的iPhone 12 Pro Max: 511, 点评: 1",emoji
1773206563,43.59,6.50,increase,evening,278,221,460,167,170,None,"emoji, pictures"
1672785037,2.85,2.50,increase,afternoon,20,33,21,37,39,None,"emoji, pictures"
5826295797,0.11,1.00,no change,evening,0,0,1,0,0,None,none
1732418574,4.85,3.50,decrease,evening,26,44,56,49,54,None,"emoji, pictures"
1822004717,1.31,1.50,increase,afternoon,8,13,13,22,22,iPhone 13 Pro Max: 29,"emoji, pictures"
5709559214,42.91,7.00,decrease,evening,115,392,437,513,547,"iPhone 13: 21, iPhone 12 Pro Max: 14, iPhone 12: 31, iPhone 14 Pro Max: 14, iPhone 14 Pro: 2, iPhone 14: 20, Xiaomi 12S Pro: 5, iPhone 15 Pro: 1, iPhone 13 Pro Max: 3, Xiaomi 14: 1",emoji
5398408262,0.08,1.00,no change,evening,0,0,1,0,0,None,none
2577039065,30.18,6.50,increase,afternoon,235,377,52,30,42,HUAWEI Pura 70 Pro+: 15,emoji
5189383010,1.88,2.00,decrease,afternoon,6,22,21,14,36,iPhone客户端: 31,emoji
2715025067,3.00,2.50,increase,afternoon,35,37,6,7,65,会员特权专用: 1,emoji
3204776153,7.88,5.00,increase,afternoon,69,92,44,25,55,iPhone 14 Pro Max: 181,emoji
1724212444,3.46,3.00,decrease,evening,23,32,35,58,59,"会员特权专用: 1, 粉丝红包: 1","emoji, pictures"
6353282636,4.50,3.00,increase,afternoon,22,56,39,51,113,None,emoji
7487711100,4.85,3.50,decrease,morning,53,29,44,21,25,"iPhone 13 Pro: 38, Redmi K50: 2","emoji, pictures"
1701859401,35.92,6.00,increase,evening,247,301,386,326,366,"iPhone 13 Pro: 637, 会员特权专用: 1",emoji
1344386244,12.38,5.50,increase,evening,28,86,208,5,9,iPhone 12 Pro Max: 9,"emoji, pictures"
2092910584,3.27,3.00,decrease,morning,46,24,15,15,28,iPhone客户端: 12,emoji
7123415090,1.23,2.00,decrease,afternoon,10,16,6,10,11,"iPhone 13 Pro Max: 29, iPhone客户端: 1","emoji, pictures"
2431328567,11.19,5.00,increase,evening,39,88,164,161,218,"iPhone 12: 4, iPhone 15: 9, iPhone 11 Pro: 8, iPhone 13: 28, iPhone 14 Pro: 8, iPhone 15 Pro: 7",emoji
1162178432,0.92,1.50,decrease,morning,10,7,7,12,12,"iPhone 15 Pro Max: 20, 网易云音乐: 4","emoji, pictures"
2005289925,37.92,7.00,increase,afternoon,256,672,58,56,57,"iPhone 15 Pro: 633, 鳳凰秀: 10, iPhone 12 mini: 341","emoji, pictures"
5344907213,0.92,1.50,no change,evening,3,4,17,3,3,"iPhone客户端: 12, iPhone 13 Pro Max: 3","emoji, pictures"
1695592130,0.36,1.00,no change,evening,1,3,4,3,6,HUAWEI Mate 40 Pro: 4,"emoji, pictures"
7398720425,7.68,5.00,increase,evening,46,38,85,105,168,iPhone 13 Pro: 1,emoji
3955947087,2.19,2.00,decrease,afternoon,9,24,24,26,30,"iPhone 13 Pro: 49, 会员特权专用: 1","emoji, pictures"
7782884695,38.73,3.00,increase,evening,22,353,632,3,3,None,"emoji, pictures"
7567480943,1.31,1.50,decrease,afternoon,5,17,12,28,33,iPhone 14 Pro Max: 17,"emoji, pictures"
1642592432,61.23,5.50,increase,afternoon,532,564,496,452,572,"iPhone 15 Pro Max: 2, iPhone 12 Pro: 8, iPhone X: 2",emoji
5074408479,0.09,1.00,no change,afternoon,0,1,1,0,0,None,none
7189104528,48.42,7.00,increase,evening,390,395,474,492,495,iPhone 12: 3,"emoji, pictures"
2623849371,0.39,1.00,no change,afternoon,1,4,2,2,6,iPhone客户端: 3,"emoji, pictures"
1836604483,3.65,3.00,increase,evening,23,33,39,70,73,iPhone 12: 41,"emoji, pictures"
5396094153,63.36,6.00,increase,afternoon,381,563,450,68,254,"iPhone 15 Pro: 3, iPhone 12 Pro: 2",emoji
1291843462,1.15,1.50,decrease,afternoon,8,14,8,4,5,荣耀Magic V2 至臻版: 11,"emoji, pictures"
3927379460,21.14,6.00,increase,morning,221,176,68,206,243,None,emoji
2673359453,1.77,2.00,increase,evening,5,12,29,33,34,荣耀20: 16,"emoji, pictures"
2215943702,1.00,1.50,increase,evening,1,9,16,11,15,"宇宙观测站iPhone客户端: 20, iPhone 15 Pro Max: 1","emoji, pictures"
1884334303,50.95,6.50,increase,afternoon,315,469,337,187,213,"Xiaomi 13 Pro: 13, HUAWEI Mate 9 Pro: 89, HUAWEI Mate 40: 6, 华为手机: 120, 青新闻: 1, Android客户端: 31, 界面应用手机端: 1, iPhone 11: 36, iPhone客户端: 54",emoji
6656507054,2.35,2.00,increase,evening,2,12,47,36,36,None,"emoji, pictures"
1968758563,2.00,2.50,increase,evening,2,21,21,9,9,None,"emoji, pictures"
1669982612,0.54,1.50,increase,evening,0,1,13,11,11,None,"emoji, pictures"
1914100420,0.64,1.50,increase,afternoon,1,7,6,7,7,"iPhone 13 Pro Max: 8, iPhone 14 Pro: 2","emoji, pictures"
5633463604,0.08,1.00,no change,evening,0,0,1,0,0,None,none
1625075193,4.50,2.50,increase,evening,6,27,66,18,55,"所愿皆成真: 7, iPhone 14 Pro Max: 40, 熬夜小能手: 43",emoji
1934403631,0.96,1.50,increase,afternoon,5,10,10,11,14,iPhone 14 Pro Max: 6,"emoji, pictures"
1769281384,1.05,2.00,increase,evening,3,9,11,4,4,iPhone 13 Pro Max: 23,"emoji, pictures"
5012618143,0.50,1.00,increase,evening,2,4,5,1,1,"OPPO Find X5: 10, 点评: 1","emoji, pictures"
3716249400,1.00,1.50,decrease,evening,3,2,8,7,12,iPhone客户端: 3,"emoji, pictures"
1277071452,0.77,1.50,increase,afternoon,5,10,2,9,9,iPhone 12: 1,"emoji, pictures"
1590753120,61.27,6.50,increase,afternoon,436,463,449,238,260,None,emoji
1881576793,0.59,2.00,decrease,afternoon,6,6,1,2,2,"vivo X Fold3: 2, 华为Mate40保时捷设计: 1, vivo X Fold: 7","emoji, pictures"
1666169631,3.42,3.00,decrease,afternoon,17,37,35,26,35,"iPhone 14: 31, iPhone 15 Pro Max: 31",emoji
1315041285,4.81,3.50,increase,morning,74,23,28,44,49,iPhone 13 Pro: 78,"emoji, pictures"
1769058552,0.58,1.50,increase,evening,1,4,10,9,10,iPhone客户端: 1,"emoji, pictures"
3182291733,0.09,1.00,no change,evening,0,0,2,0,0,iPhone客户端: 1,none
7362070332,53.46,5.50,increase,evening,352,451,587,475,479,"几滴云: 570, iPhone客户端: 1","emoji, pictures"
2616698733,5.85,3.00,decrease,afternoon,41,92,19,38,40,iPhone客户端: 71,"emoji, pictures"
6551261391,0.33,1.50,increase,afternoon,0,3,0,1,1,iPhone客户端: 3,"emoji, pictures"
2002571163,40.38,4.50,increase,afternoon,295,405,350,295,988,"iPhone X: 2, 行即Android: 2, 三星android智能手机: 2, vivo X20全面屏手机: 1, iPhone 13 Pro Max: 1, momo小9iPhone 13 Pro: 3, 胖头鱼iPhone客户端: 2, 松江鲈鱼酱iPhone 13: 1, 西西牛奶糖iPhone 14 Pro Max: 2",emoji
5874584452,39.15,4.50,increase,afternoon,147,466,405,593,623,"三星Note20 Ultra 5G: 1, 点评: 2, iPhone 14 Pro: 1",emoji
2596083300,35.19,6.00,increase,afternoon,409,421,85,51,54,"HUAWEI Mate 60 Pro+: 182, iPhone客户端: 1","emoji, pictures"
3082851643,9.23,4.50,decrease,evening,6,113,121,123,151,None,emoji
1949171560,2.88,2.50,decrease,morning,35,29,11,42,48,None,emoji
6351311597,60.64,7.00,increase,afternoon,361,654,319,6,97,iPhone客户端: 1167,emoji
5843534232,3.35,2.50,decrease,evening,5,33,49,19,19,"iPhone 15 Pro Max: 3, iPhone 14 Pro Max: 32, 体育博主动态: 1","emoji, pictures"
2047613403,45.27,4.00,increase,afternoon,277,620,99,25,30,None,"emoji, pictures"
1180316095,44.27,6.00,increase,morning,414,342,218,25,47,"新浪财经iPhone客户端: 845, iPhone 15 Pro Max: 126, 黑猫投诉: 1",emoji
7466623903,15.04,6.00,decrease,morning,148,131,112,53,112,"iPhone SE: 303, 左拆家的小店: 4, 狂拱拥有者iPhone客户端: 4",emoji
5823997358,0.56,1.00,no change,evening,1,1,3,2,2,iPhone 12: 5,"emoji, pictures"
1781379945,0.08,1.00,no change,afternoon,0,1,1,0,1,None,"emoji, pictures"
1989617012,47.96,6.50,increase,morning,516,481,250,22,145,"消防新媒体融合平台: 87, iPhone客户端: 1",emoji
1872293074,0.09,1.00,no change,evening,1,0,1,0,0,iPhone客户端: 1,none
6336710565,0.41,1.00,decrease,evening,0,0,9,1,1,None,"emoji, pictures"
7280690343,0.14,1.00,increase,morning,2,1,0,1,1,Redmi Note 8四摄: 2,"emoji, pictures"
1296241304,7.27,4.50,increase,evening,32,71,86,64,68,"iPhone 14 Pro: 130, 网易云音乐: 1","emoji, pictures"
6616227450,0.06,1.00,no change,evening,0,0,1,0,0,None,none
6685037818,0.46,1.00,no change,evening,0,4,8,8,8,iPhone: 12,"emoji, pictures"
6421121806,0.05,1.00,no change,evening,0,0,1,0,0,None,none
7862273294,1.88,2.50,decrease,evening,6,8,35,8,20,荣耀30 5G: 47,emoji
1506711913,1.36,2.00,no change,afternoon,5,18,7,3,3,"iPhone 15 Pro Max: 10, 网易云音乐: 1","emoji, pictures"
2216755173,0.12,1.00,no change,morning,1,1,1,0,1,iPhone 14 Pro: 1,"emoji, pictures"
1496864631,36.14,6.50,increase,afternoon,215,308,272,162,164,"iPhone 14 Pro Max: 765, iPhone客户端: 16","emoji, pictures"
1655918012,13.42,4.50,increase,evening,37,116,196,30,48,"iPhone 14: 241, QQ音乐: 1",emoji
2388955087,54.15,6.50,increase,afternoon,606,785,17,41,44,None,"emoji, pictures"
7398393081,0.06,1.00,no change,evening,0,0,1,0,0,None,none
2169129705,66.68,6.50,increase,afternoon,430,613,424,291,687,"iPhone 13 Pro Max: 174, iPhone 13: 2",emoji
7773749317,19.85,7.00,increase,afternoon,107,238,171,129,171,"OPPO Find X7 Ultra: 9, iPhone 15 Pro: 323",emoji
7392910023,46.77,6.00,increase,afternoon,382,638,196,132,136,"iPhone 12: 6, iPhone 14 Pro: 2, iPhone 12 Pro Max: 1","emoji, pictures"
1093754202,1.35,1.50,decrease,evening,5,10,20,20,20,"iPhone客户端: 33, iPhone 14: 2","emoji, pictures"
6111319051,0.81,1.50,decrease,evening,2,9,10,20,20,iPhone客户端: 1,"emoji, pictures"
3193443435,31.92,6.00,decrease,afternoon,108,158,149,258,276,None,emoji
5121511282,0.08,1.00,no change,evening,0,0,1,0,0,None,none
2196038737,5.85,3.50,increase,afternoon,42,59,51,37,37,Xiaomi MIX Fold 3: 2,"emoji, pictures"
2113917685,27.73,7.00,decrease,afternoon,169,302,250,414,442,iPhone XS Max: 150,emoji
3544579441,0.06,1.00,no change,evening,0,0,1,0,0,None,none
5102603686,0.06,1.00,no change,evening,0,0,1,0,0,None,none
2951773087,0.19,1.00,no change,evening,1,1,3,3,3,iPhone客户端: 5,"emoji, pictures"
5991513818,0.08,1.00,no change,evening,0,0,1,0,0,None,none
1916655407,1.12,1.50,decrease,morning,13,10,6,4,5,None,"emoji, pictures"
3198344743,8.04,4.50,increase,evening,37,30,142,37,37,"iPhone 15 Pro Max: 156, 网易云音乐: 2, QQ音乐: 1","emoji, pictures"
3313256852,1.54,1.50,increase,morning,21,15,4,12,12,"会员特权专用: 1, 体育博主动态: 1","emoji, pictures"
6652932608,0.11,1.00,no change,evening,0,0,1,1,1,OPPO Reno5 5G: 1,"emoji, pictures"
7900194446,0.55,1.50,no change,afternoon,5,7,0,6,6,None,"emoji, pictures"
5113531246,0.09,1.00,no change,evening,0,1,1,0,0,iPhone客户端: 1,none
7362070221,45.09,6.50,increase,afternoon,311,351,330,170,172,"几滴云: 598, iPhone客户端: 1","emoji, pictures"
6767321459,37.46,6.50,increase,evening,115,421,438,538,538,三星Galaxy S24+: 4,"emoji, pictures"
1285471693,0.23,1.50,increase,morning,3,2,0,1,1,iPhone 15 Pro Max: 5,"emoji, pictures"
1406892441,23.58,7.00,decrease,evening,64,151,398,416,434,"HUAWEI Pura 70 Ultra: 1, OPPO Find X7 Ultra: 7",emoji
1793285524,1.92,2.00,increase,evening,2,20,28,12,24,iPhone 14 Pro Max: 20,emoji
5760878802,5.19,4.50,increase,afternoon,26,104,5,7,113,会员特权专用: 1,emoji
2063019871,68.59,5.50,increase,afternoon,660,794,55,106,108,"iPhone客户端: 149, HUAWEI Mate 50E: 45, HUAWEI P60: 1","emoji, pictures"
6189060122,10.12,4.00,increase,morning,122,96,45,15,16,None,"emoji, pictures"
7367826425,0.45,1.50,increase,evening,1,3,6,4,5,iPhone客户端: 9,"emoji, pictures"
2106192855,2.69,2.00,decrease,evening,23,17,30,37,40,"vivo S19 Pro: 18, iPhone 13: 2","emoji, pictures"
5545913333,0.32,1.00,decrease,morning,4,3,0,5,5,None,"emoji, pictures"
1955871881,15.15,5.50,decrease,morning,227,152,15,47,53,"iQOO Z9 Turbo: 7, 一加 Ace Pro: 29",emoji
7645504192,23.69,6.50,decrease,evening,70,125,421,277,388,"iPad air: 20, yllusion iPhone 14 Pro: 478, 会员特权专用: 1",emoji
5141817968,43.09,7.00,decrease,morning,948,0,0,0,0,None,none
5582998111,13.96,4.50,decrease,afternoon,83,152,128,75,236,"iPhone 13 Pro: 4, iPhone客户端: 50, iPhone 14 Pro Max: 6",emoji
6453988165,0.22,1.00,no change,afternoon,1,1,0,0,0,绿洲APP: 2,none
1433496763,42.58,6.50,increase,morning,575,207,325,383,536,"荣耀 9X PRO: 28, 粉丝订阅VPlus: 7, 粉丝订阅: 4",emoji
1865989714,1.36,2.50,decrease,evening,3,10,17,17,17,"iPhone 13 Pro: 16, iPad mini: 14","emoji, pictures"
5134019497,37.00,6.50,increase,afternoon,67,705,190,22,155,"iPhone 15 Pro: 256, iPhone 14 Pro: 22",emoji
2593531350,0.11,1.00,no change,evening,0,0,1,0,0,None,none
1649974450,42.36,6.00,increase,evening,31,435,466,340,340,"iPhone 15 Pro Max: 125, iPhone 15 Pro: 5, 点评: 3, iPhone X: 754, iPhone 14 Pro: 4","emoji, pictures"
1322326731,0.36,1.50,increase,afternoon,1,4,3,5,5,iPhone客户端: 7,"emoji, pictures"
5410945006,47.15,6.50,increase,afternoon,356,462,408,571,607,"月球: 244, 荣耀30 5G: 38, 自己码字的Android: 893, 粉丝红包: 2, 熬夜小能手: 14",emoji
5310307131,54.45,4.50,increase,afternoon,313,482,403,439,649,"HUAWEI Mate 60 Pro: 645, iPhone 13: 25",emoji
6462996636,13.62,3.50,decrease,morning,175,139,40,21,50,iPhone 11: 3,emoji
2874860164,5.31,4.50,increase,afternoon,35,58,45,99,99,None,"emoji, pictures"
2435939794,71.14,5.50,increase,afternoon,433,596,536,295,307,"服哥的iPhone 13: 1014, 几滴云: 286, 服哥的iPhone 13 mini: 2, iPhone 11: 1, iPhone客户端: 2",emoji
3994519026,1.31,1.50,increase,evening,3,11,20,30,30,"iPhone客户端: 27, iPhone 14 Pro: 6","emoji, pictures"
1748729360,13.27,5.00,increase,evening,9,35,301,42,284,"iPhone 13 Pro Max: 76, iPad mini: 9, iPhone客户端: 1",emoji
2450743314,37.77,5.00,increase,evening,178,317,487,250,377,"iPhone 13 Pro: 749, iPad Pro: 13, 粉丝订阅VPlus: 2",emoji
5455085147,9.91,6.50,increase,evening,1,82,135,8,18,iPhone 11: 2,emoji
7733756124,9.88,4.50,increase,evening,62,80,115,97,138,"iPhone客户端: 87, iPhone: 151, iPad Pro: 5",emoji
6226244646,0.08,1.00,no change,afternoon,0,1,0,0,0,iPhone 13 Pro Max: 1,none
5546184352,31.12,6.00,decrease,evening,187,244,378,232,294,点评: 1,emoji
5995751503,0.56,1.00,increase,afternoon,1,4,0,1,1,iPhone 15 Pro: 2,"emoji, pictures"
